run_id,timestamp,backend,profile,model,quantization,vllm_version,gpu_name,vram_total_mb,route,max_model_len,gpu_memory_utilization,max_num_seqs,max_num_batched_tokens,kv_cache_dtype,attention_backend,enforce_eager,block_size,prefix_caching_enabled,chunked_prefill_enabled,async_scheduling_enabled,status,oom,model_memory_gib,kv_cache_memory_gib,gpu_blocks,gpu_blocks_source,gpu_kv_tokens,max_concurrency_tokens_per_request,max_concurrency,cuda_graph_capture,startup_seconds,gpu_mem_used_mb_after_start,exit_code,log_path,error_excerpt,notes
14a5e440-4b51-461a-897d-9b0748cd05a2,2026-05-09T00:29:46+00:00,vllm,qwen3_8b_awq_marlin_kv_dtype_eager4096_triton_auto,Qwen3-8B-AWQ-vLLM-local,awq-marlin-int4,0.17.1,NVIDIA GeForce RTX 4070 Laptop GPU,8188,WSL,4096,0.85,2,2048,auto,TRITON_ATTN,true,16,true,true,true,ready,false,5.71,0.65,294,derived_from_gpu_kv_tokens_div_block_size,4704,4096,1.15,false,44.46,7259,,logs/memory_profile_awq_kv_dtype_eager_triton_auto/14a5e440-4b51-461a-897d-9b0748cd05a2-001-len4096-gpu0.85-seq2-batch2048-kvauto-eagertrue.log,,awq-marlin-kv-dtype-eager4096-triton-auto
